api_football_id,name,firstname,lastname,norm_name,nationality,age,club,position,appearances,starts,minutes,starter_rate,goals,assists,shots_total,shots_on_target,key_passes,dribbles_success,tackles_total,tackles_blocks,interceptions,duels_won,yellow_cards,yellowred_cards,red_cards,saves,goals_conceded,penalties_won,penalties_missed,penalties_saved,fouls_drawn,fouls_committed,rating
116117,M. Caicedo,Moisés Isaac,Caicedo Corozo,m. caicedo,Ecuador,24,Chelsea,Midfielder,33,32,2802,0.97,3,1,14,7,19,15,87,15,59,172,11,0,1,0,0,0,0,0,55,54,7.17
152982,C. Palmer,Cole Jermaine,Palmer,c. palmer,England,23,Chelsea,Midfielder,26,24,1978,0.923,10,1,43,25,25,22,25,0,15,84,5,0,0,0,0,0,1,0,37,13,7.04
161907,M. Gusto,Malo,Gusto,m. gusto,France,22,Chelsea,Defender,34,26,2267,0.765,2,3,9,6,28,12,53,5,31,100,4,1,0,0,0,0,0,0,20,20,6.66
161948,L. Delap,Liam Rory,Delap,l. delap,England,22,Chelsea,Attacker,28,12,1139,0.429,1,0,26,11,3,10,5,0,1,59,4,0,0,0,0,1,0,0,19,25,6.46
286616,F. Jörgensen,Filip,Jörgensen,f. jorgensen,Denmark,23,Chelsea,Goalkeeper,5,3,378,0.6,0,0,0,0,0,1,0,0,1,3,0,0,0,8,5,0,0,0,0,0,6.68
286894,J. Bynoe-Gittens,Jamie Jermaine,Bynoe-Gittens,j. bynoe-gittens,England,21,Chelsea,Midfielder,16,5,495,0.312,0,2,4,2,9,13,8,1,2,32,0,0,0,0,0,0,0,0,8,6,6.6
305834,Andrey Santos,Andrey,Nascimento dos Santos,andrey santos,Brazil,21,Chelsea,Midfielder,27,13,1280,0.481,1,0,9,2,8,2,37,6,20,75,4,0,0,0,0,0,0,0,22,13,6.85
308678,Dário Essugo,Dário Cassia Luís,Essugo,dario essugo,Portugal,20,Chelsea,Midfielder,3,0,34,0.0,0,0,0,0,0,2,6,0,0,10,2,0,0,0,0,0,0,0,1,3,6.83
341642,J. Hato,Jorrel,Hato,j. hato,Netherlands,19,Chelsea,Defender,22,12,1160,0.545,0,0,4,0,8,7,36,7,18,61,7,0,0,0,0,0,0,0,2,15,6.54
366735,Joshua Kofi Acheampong,Joshua Kofi,Acheampong,joshua kofi acheampong,England,19,Chelsea,Defender,17,8,700,0.471,1,0,2,2,2,11,11,2,11,42,1,0,0,0,0,0,0,0,9,2,6.59
425733,Estêvão,Estêvão Willian,Almeida de Oliveira Gonçalves,estevao,Brazil,18,Chelsea,Attacker,22,12,852,0.545,2,2,17,8,16,29,11,0,4,52,4,0,0,0,0,1,0,0,9,12,6.72
2218,I. Sarr,Ismaïla,Sarr,i. sarr,Senegal,27,Crystal Palace,Attacker,28,24,2176,0.857,9,1,37,21,19,11,18,4,8,95,2,0,0,0,0,2,0,0,42,12,6.83
2490,J. Lerma,Jefferson Andrés,Lerma Solís,j. lerma,Colombia,31,Crystal Palace,Midfielder,31,18,1731,0.581,0,2,14,7,14,3,30,4,25,121,7,0,0,0,0,1,0,0,24,25,6.72
13736,D. Muñoz,Daniel,Muñoz Mejía,d. munoz,Colombia,29,Crystal Palace,Midfielder,29,29,2403,1.0,4,3,20,13,28,2,74,1,26,138,7,0,0,0,0,0,0,0,18,35,6.91
18806,W. Hughes,William James,Hughes,w. hughes,England,30,Crystal Palace,Midfielder,31,19,1577,0.613,0,0,10,0,21,11,27,8,15,79,7,0,0,0,0,0,0,0,25,23,6.78
18862,N. Clyne,Nathaniel Edwin,Clyne,n. clyne,England,34,Crystal Palace,Defender,10,7,604,0.7,0,1,2,0,3,4,16,2,5,24,1,0,0,0,0,0,0,0,2,4,6.59
19088,D. Henderson,Dean Bradley,Henderson,d. henderson,England,28,Crystal Palace,Goalkeeper,37,37,3330,1.0,0,0,0,0,1,1,1,0,2,21,5,0,0,106,51,0,0,1,5,2,6.94
19586,E. Eze,Eberechi Oluchi,Eze,e. eze,England,27,Crystal Palace,Attacker,1,1,84,1.0,0,0,3,2,0,2,1,0,0,4,0,0,0,0,0,0,0,0,1,2,6.6
20995,M. Lacroix,Maxence Guy,Lacroix,m. lacroix,France,25,Crystal Palace,Defender,35,35,3087,1.0,1,2,17,7,7,7,60,18,45,204,4,0,1,0,0,0,0,0,19,34,6.9
22157,W. Benítez,Walter Daniel,Benítez,w. benitez,Argentina,32,Crystal Palace,Goalkeeper,1,1,90,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7.2
25927,J. Mateta,Jean-Philippe,Mateta,j. mateta,France,28,Crystal Palace,Attacker,32,25,2222,0.781,12,0,56,32,9,14,10,6,6,110,2,0,0,0,0,1,0,0,19,21,6.73
26303,B. Sosa,Borna,Sosa,b. sosa,Croatia,27,Crystal Palace,Defender,7,0,99,0.0,0,0,1,0,2,0,3,0,2,6,1,0,0,0,0,0,0,0,0,4,6.37
67971,M. Guéhi,Addji Keaninkin Marc-Israel,Guéhi,m. guehi,England,25,Crystal Palace,Defender,20,20,1800,1.0,2,2,10,4,9,2,30,10,25,103,4,0,0,0,0,1,0,0,18,14,7.22
126949,C. Richards,Christopher Jeffrey,Richards,c. richards,USA,25,Crystal Palace,Defender,33,31,2826,0.939,1,0,8,2,9,4,55,19,43,170,4,0,0,0,0,0,0,0,5,18,6.9
182201,T. Mitchell,Tyrick Kwon,Mitchell,t. mitchell,England,26,Crystal Palace,Midfielder,38,36,3253,0.947,1,2,14,7,29,15,101,12,34,170,6,0,0,0,0,0,0,0,28,23,6.79
286458,J. Devenny,Justin,Devenny,j. devenny,Scotland,22,Crystal Palace,Midfielder,21,7,830,0.333,1,0,9,4,7,3,25,0,1,46,0,0,0,0,0,0,0,0,10,11,6.48
288102,A. Wharton,Adam James,Wharton,a. wharton,England,21,Crystal Palace,Midfielder,34,29,2562,0.853,1,5,17,6,44,15,70,3,26,140,5,1,0,0,0,0,0,0,31,35,7.09
334037,Tyrique George,Tyrique Aaron Delali Yusuff,George,tyrique george,England,19,Chelsea,Attacker,4,0,151,0.0,0,0,3,2,0,1,2,0,0,5,2,0,0,0,0,0,0,0,1,6,6.6
380703,Rio Cardines,Rio,Cardines,rio cardines,England,19,Crystal Palace,Midfielder,1,1,90,1.0,0,0,1,0,2,2,1,0,0,4,0,0,0,0,0,0,0,0,1,0,6.9
402640,R. Esse,Romain Joy,Kouakou Esse,r. esse,England,20,Crystal Palace,Midfielder,4,0,55,0.0,0,0,0,0,0,1,2,0,0,6,0,0,0,0,0,0,0,0,2,2,6.6
532,M. de Ligt,Matthijs,de Ligt,m. de ligt,Netherlands,26,Manchester United,Defender,13,13,1170,1.0,1,0,8,3,3,1,19,7,15,74,0,0,0,0,0,0,0,0,5,6,6.93
747,Casemiro,Carlos Henrique,Casimiro,casemiro,Brazil,33,Manchester United,Midfielder,34,33,2593,0.971,9,2,36,18,36,6,90,27,31,189,10,1,0,0,0,0,0,0,36,46,7.19
886,Diogo Dalot,José Diogo,Dalot Teixeira,diogo dalot,Portugal,26,Manchester United,Midfielder,34,29,2617,0.853,1,3,21,6,29,18,53,9,27,135,5,0,0,0,0,0,0,0,14,25,6.86
891,L. Shaw,Luke Paul Hoare,Shaw,l. shaw,England,30,Manchester United,Defender,38,38,3231,1.0,1,1,6,3,16,10,74,9,45,166,9,0,0,0,0,0,0,0,20,49,6.71
1135,O. Édouard,Odsonne,Édouard,o. edouard,France,27,Crystal Palace,Attacker,1,0,8,0.0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,6.7
1165,Matheus Cunha,Matheus Santos,Carneiro da Cunha,matheus cunha,Brazil,26,Manchester United,Attacker,33,29,2503,0.879,10,2,58,35,35,44,39,3,21,164,4,0,0,0,0,2,0,0,54,27,7.13
1485,Bruno Fernandes,Bruno Miguel,Borges Fernandes,bruno fernandes,Portugal,31,Manchester United,Midfielder,35,35,3066,1.0,9,21,55,24,137,15,54,5,20,124,5,0,0,0,0,0,2,0,35,25,7.63
2935,H. Maguire,Jacob Harry,Maguire,h. maguire,England,32,Manchester United,Defender,23,19,1667,0.826,1,2,11,4,4,1,22,11,13,98,3,0,1,0,0,0,0,0,16,16,6.9
19220,M. Mount,Mason Tony,Mount,m. mount,England,26,Manchester United,Attacker,23,12,1018,0.522,3,0,13,5,14,7,24,1,9,50,2,0,0,0,0,1,0,0,12,16,6.89
20589,B. Mbeumo,Bryan Tetsadong Marceau,Mbeumo,b. mbeumo,Cameroon,26,Manchester United,Attacker,33,31,2621,0.939,11,3,59,32,47,18,25,1,8,86,4,0,0,0,0,1,0,0,28,23,6.84
50132,A. Bayındır,Altay,Bayındır,a. bayindir,Türkiye,27,Manchester United,Goalkeeper,6,6,540,1.0,0,0,0,0,1,1,0,0,0,5,0,0,0,13,11,0,0,0,3,0,6.58
51494,M. Ugarte,Manuel,Ugarte Ribeiro,m. ugarte,Uruguay,24,Manchester United,Midfielder,22,8,901,0.364,0,0,8,1,3,7,46,5,20,79,1,0,0,0,0,0,0,0,15,24,6.68
115589,B. Šeško,Benjamin,Šeško,b. sesko,Slovenia,22,Manchester United,Attacker,30,17,1636,0.567,11,1,51,34,9,10,5,2,3,85,2,0,0,0,0,0,0,0,6,17,6.76
157997,A. Diallo,Amad,Diallo Traoré,a. diallo,Côte d'Ivoire,23,Manchester United,Attacker,32,27,2344,0.844,2,3,39,23,41,39,38,3,17,128,2,0,0,0,0,1,0,0,38,23,6.89
284322,K. Mainoo,Kobbie Boateng,Mainoo,k. mainoo,England,20,Manchester United,Midfielder,28,16,1670,0.571,1,2,8,3,22,19,35,10,20,91,2,0,0,0,0,0,0,0,22,13,6.87
328101,T. Fredricson,Tyler,Fredricson,t. fredricson,England,20,Manchester United,Defender,1,0,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
342970,L. Yoro,Leny,Yoro,l. yoro,France,20,Manchester United,Defender,32,18,1748,0.562,0,0,8,3,4,2,32,11,31,83,1,0,0,0,0,0,0,0,5,17,6.68
382452,P. Dorgu,Patrick,Chinazaekpere Dorgu,p. dorgu,Denmark,21,Manchester United,Midfielder,26,15,1461,0.577,4,4,21,12,27,11,48,3,16,149,5,0,0,0,0,0,0,0,47,23,6.92
402329,A. Heaven,Ayden,Heaven,a. heaven,England,19,Manchester United,Defender,17,11,938,0.647,0,1,2,0,2,6,22,11,1,55,2,0,0,0,0,0,0,0,9,7,6.91
978,K. Havertz,Kai Lukas,Havertz,k. havertz,Germany,26,Arsenal,Attacker,12,7,583,0.583,2,3,12,4,11,3,8,1,1,36,1,0,0,0,0,0,0,0,8,8,6.68
1460,B. Saka,Bukayo Ayoyinka Temidayo,Saka,b. saka,England,24,Arsenal,Attacker,31,25,2225,0.806,7,5,47,27,63,50,41,1,16,167,2,0,0,0,0,0,0,0,54,33,7.24
2273,Kepa,Kepa,Arrizabalaga Revuelta,kepa,Spain,31,Arsenal,Goalkeeper,1,1,90,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,7.0
2937,D. Rice,Declan,Rice,d. rice,England,26,Arsenal,Midfielder,36,35,3099,0.972,4,5,27,13,64,14,70,12,37,145,3,0,0,0,0,0,0,0,11,26,7.46
18979,V. Gyökeres,Viktor Einar,Gyökeres,v. gyokeres,Sweden,27,Arsenal,Attacker,36,26,2254,0.722,14,1,41,22,20,7,7,3,1,74,5,0,0,0,0,0,0,0,31,35,6.62
19465,David Raya,David,Raya Martin,david raya,Spain,30,Arsenal,Goalkeeper,37,37,3330,1.0,0,0,0,0,3,1,1,0,1,25,1,0,0,60,26,0,0,0,14,0,6.95
19959,B. White,Benjamin William,White,b. white,England,28,Arsenal,Defender,12,9,713,0.75,0,1,4,1,8,3,15,4,9,36,0,0,0,0,0,0,0,0,6,5,6.89
22090,W. Saliba,William Alain André Gabriel,Saliba,w. saliba,France,24,Arsenal,Defender,31,30,2615,0.968,1,0,4,1,10,7,35,7,17,131,2,0,0,0,0,0,0,0,16,22,7.04
22224,Gabriel Magalhães,Gabriel,dos Santos Magalhães,gabriel magalhaes,Brazil,28,Arsenal,Defender,32,30,2751,0.938,3,4,17,7,7,1,38,34,23,171,4,0,0,0,0,0,0,0,34,21,7.36
37127,M. Ødegaard,Martin,Ødegaard,m. ødegaard,Norway,27,Arsenal,Midfielder,24,16,1370,0.667,1,6,17,8,40,9,19,0,7,40,0,0,0,0,0,0,0,0,9,9,7.01
38746,J. Timber,Jurriën David Norman,Timber,j. timber,Netherlands,24,Arsenal,Defender,30,28,2457,0.933,3,5,22,7,27,13,66,6,24,147,5,0,0,0,0,1,0,0,29,38,6.92
47311,Mikel Merino,Mikel,Merino Zazón,mikel merino,Spain,29,Arsenal,Midfielder,22,10,1035,0.455,4,3,16,8,12,5,26,2,10,79,1,0,0,0,0,0,0,0,20,22,6.86
47315,Martín Zubimendi,Martín,Zubimendi Ibáñez,martin zubimendi,Spain,26,Arsenal,Midfielder,38,34,3001,0.895,5,1,19,9,19,7,68,5,39,153,4,0,0,0,0,0,0,0,15,33,7.06
70100,J. Zirkzee,Joshua Orobosa,Zirkzee,j. zirkzee,Netherlands,24,Manchester United,Attacker,24,5,666,0.208,2,1,19,9,11,5,9,2,1,40,3,0,0,0,0,0,0,0,6,9,6.5
127769,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,gabriel martinelli,Brazil,24,Arsenal,Attacker,30,11,1079,0.367,1,4,22,13,13,21,12,1,1,54,3,0,0,0,0,0,0,0,14,10,6.6
136723,N. Madueke,Chukwunonso Tristan,Madueke,n. madueke,England,23,Arsenal,Attacker,26,16,1226,0.615,2,1,15,9,22,29,21,1,5,75,0,0,0,0,0,0,0,0,15,15,6.79
157052,R. Calafiori,Riccardo,Calafiori,r. calafiori,Italy,23,Arsenal,Defender,26,22,1707,0.846,1,2,22,8,9,16,32,5,15,104,5,0,0,0,0,0,0,0,10,26,6.92
313236,E. Nwaneri,Ethan Chidiebere,Nwaneri,e. nwaneri,England,18,Arsenal,Midfielder,6,0,175,0.0,0,0,4,0,1,3,1,0,0,5,0,0,0,0,0,0,0,0,0,2,6.78
313245,M. Lewis-Skelly,Myles Anthony,Lewis-Skelly,m. lewis-skelly,England,19,Arsenal,Defender,20,5,722,0.25,0,0,1,0,4,8,8,1,5,38,3,0,0,0,0,0,0,0,16,10,6.64
333682,Cristhian Mosquera,Cristhian Andrey,Mosquera Ibargüen,cristhian mosquera,Spain,21,Arsenal,Defender,20,9,1003,0.45,0,0,1,0,5,1,32,7,8,59,4,0,0,0,0,0,0,0,7,17,6.93
250,J. Piroe,Joël Mohammed,Ramzan Piroe,j. piroe,Netherlands,26,Leeds,Attacker,16,2,320,0.125,0,0,9,3,1,1,2,0,1,8,0,0,0,0,0,0,0,0,0,4,6.46
1408,S. Bornauw,Sebastiaan,Bornauw,s. bornauw,Belgium,26,Leeds,Defender,12,5,442,0.417,0,0,1,0,0,1,8,6,5,20,1,0,0,0,0,0,0,0,0,7,6.7
1946,L. Trossard,Leandro,Trossard,l. trossard,Belgium,31,Arsenal,Attacker,31,21,2006,0.677,6,6,35,15,36,25,27,3,9,96,2,0,0,0,0,0,0,0,39,13,6.96
2279,E. Ampadu,Ethan Kwame Colm Raymond,Ampadu,e. ampadu,Wales,25,Leeds,Midfielder,35,35,3128,1.0,1,1,15,6,20,12,81,18,50,184,10,0,0,0,0,1,0,0,36,50,7.15
18885,K. Darlow,Karl,Darlow,k. darlow,England,35,Leeds,Goalkeeper,22,22,1985,1.0,0,0,0,0,0,1,1,0,0,13,1,0,0,63,27,0,0,0,7,0,7.05
18901,S. Longstaff,Sean David,Longstaff,s. longstaff,England,28,Leeds,Midfielder,23,10,1046,0.435,2,2,13,4,25,2,38,6,12,67,2,0,0,0,0,0,0,0,17,13,6.9
19128,J. Harrison,Jack David,Harrison,j. harrison,England,29,Leeds,Attacker,11,1,263,0.091,0,0,5,2,2,3,5,0,4,13,0,0,0,0,0,0,0,0,4,1,6.59
19201,J. Bogle,Jayden Ian,Bogle,j. bogle,England,25,Leeds,Defender,34,32,2809,0.941,1,2,11,4,21,19,66,5,33,138,6,0,0,0,0,1,0,0,29,39,6.61
19287,S. Byram,Samuel Mark,Byram,s. byram,England,32,Leeds,Defender,2,0,18,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6.45
19321,J. Rodon,Joseph Peter,Rodon,j. rodon,Wales,28,Leeds,Defender,35,33,2958,0.943,2,0,14,7,9,1,37,22,29,140,3,0,0,0,0,0,0,0,19,17,6.69
19329,D. James,Daniel Owen,James,d. james,Wales,28,Leeds,Attacker,19,6,571,0.316,0,0,7,3,9,6,6,0,1,27,0,0,0,0,0,0,0,0,8,1,6.62
19461,L. Nmecha,Lukas Okechukwu,Nmecha,l. nmecha,Germany,27,Leeds,Attacker,31,10,1097,0.323,6,1,25,16,11,7,12,1,3,67,0,0,0,0,0,0,1,0,18,18,6.69
32966,A. Tanaka,Ao,Tanaka,a. tanaka,Japan,27,Leeds,Midfielder,28,14,1326,0.5,2,0,15,5,18,4,27,2,21,52,1,0,0,0,0,0,0,0,9,13,6.74
47969,G. Gudmundsson,Gabriel Johan,Gudmundsson,g. gudmundsson,Sweden,26,Leeds,Defender,32,31,2642,0.969,0,0,13,3,21,39,65,7,27,178,5,1,0,0,0,0,0,0,56,31,6.67
50739,B. Aaronson,Brenden Russell,Aaronson,b. aaronson,USA,25,Leeds,Midfielder,37,30,2475,0.811,4,5,29,17,34,31,50,4,15,156,3,0,0,0,0,0,0,0,51,20,6.76
64003,P. Struijk,Pascal Augustus,Struijk,p. struijk,Netherlands,26,Leeds,Defender,34,33,2942,0.971,0,1,23,5,12,4,39,19,31,174,5,0,0,0,0,0,0,0,22,27,6.83
80296,Lucas Perri,Lucas,Estella Perri,lucas perri,Brazil,28,Leeds,Goalkeeper,16,16,1440,1.0,0,0,0,0,0,0,0,0,0,7,2,0,0,38,29,0,0,0,3,1,6.63
129142,I. Gruev,Ilia,Iliev Gruev,i. gruev,Bulgaria,25,Leeds,Midfielder,23,15,1334,0.652,0,3,6,1,11,6,24,6,15,52,3,0,0,0,0,0,0,0,9,16,6.7
162128,W. Gnonto,Degnand Wilfried,Gnonto,w. gnonto,Italy,22,Leeds,Attacker,23,4,540,0.174,0,1,6,0,9,5,18,0,3,35,3,0,0,0,0,1,0,0,11,7,6.61
177665,A. Stach,Anton Levi,Stach,a. stach,Germany,27,Leeds,Midfielder,29,28,2378,0.966,5,3,31,14,63,20,65,9,20,155,3,0,0,0,0,0,0,0,24,36,7.15
895,J. Garner,James David,Garner,j. garner,England,24,Everton,Defender,38,38,3426,1.0,2,7,34,14,56,18,120,10,57,209,12,0,0,0,0,0,0,0,42,39,7.24
2932,J. Pickford,Jordan Lee,Pickford,j. pickford,England,31,Everton,Goalkeeper,38,38,3432,1.0,0,0,0,0,2,0,2,0,0,13,4,0,0,100,50,0,0,1,6,1,7.02
2934,M. Keane,Michael Vincent,Keane,m. keane,England,32,Everton,Defender,33,29,2631,0.879,3,1,17,7,2,6,35,27,37,159,1,0,1,0,0,0,0,0,6,16,6.9
2936,J. Tarkowski,James Alan,Tarkowski,j. tarkowski,England,33,Everton,Defender,37,37,3342,1.0,2,3,15,10,19,4,51,52,31,233,8,0,0,0,0,0,0,0,35,32,7.16
2990,I. Gueye,Idrissa Gana,Gueye,i. gueye,Senegal,36,Everton,Midfielder,25,25,2101,1.0,2,3,18,7,13,7,43,7,28,94,1,0,1,0,0,0,0,0,31,21,6.79
18592,I. Ndiaye,Iliman Cheikh,Baroy Ndiaye,i. ndiaye,Senegal,25,Everton,Midfielder,32,32,2798,1.0,6,3,30,22,30,71,70,2,16,189,2,0,0,0,0,0,0,0,37,30,6.88
18758,S. Coleman,Séamus,Coleman,s. coleman,Republic of Ireland,37,Everton,Defender,5,1,39,0.2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,6.5
18929,D. McNeil,Dwight James Matthew,McNeil,d. mcneil,England,26,Everton,Attacker,22,14,1189,0.636,0,1,12,5,15,7,23,3,10,44,1,0,0,0,0,0,0,0,7,11,6.63
19187,J. Grealish,Jack Peter,Grealish,j. grealish,England,30,Everton,Midfielder,20,18,1631,0.9,2,6,14,8,40,23,21,6,12,106,4,1,0,0,0,0,0,0,58,13,7.2
125743,Beto,Norberto Bercique,Gomes Betuncal,beto,Portugal,27,Everton,Attacker,37,17,1614,0.459,9,1,32,17,12,14,15,5,1,133,3,0,0,0,0,0,0,0,12,33,6.62
148099,K. Dewsbury-Hall,Kiernan Frank,Dewsbury-Hall,k. dewsbury-hall,England,27,Everton,Midfielder,31,30,2635,0.968,8,4,28,15,37,27,53,4,12,148,6,0,0,0,0,0,0,0,48,32,7.15
195993,C. Alcaraz,Carlos Jonas,Alcaraz Duran,c. alcaraz,Argentina,23,Everton,Midfielder,20,6,731,0.3,0,1,12,5,9,7,14,3,3,46,4,0,0,0,0,0,0,0,12,10,6.48
270139,J. O&apos;Brien,Jake,O'Brien,j. o&apos;brien,Republic of Ireland,24,Everton,Defender,37,35,3131,0.946,1,1,10,6,17,6,57,16,15,194,6,0,1,0,0,0,0,0,17,23,6.71
284500,T. Iroegbunam,Timothy Emeka,Iroegbunam,t. iroegbunam,England,22,Everton,Midfielder,29,17,1505,0.586,0,2,8,1,8,14,69,12,22,125,9,0,0,0,0,1,0,0,20,29,6.76
343684,T. Barry,Thierno,Barry,t. barry,France,23,Everton,Attacker,38,21,1932,0.553,8,0,31,14,12,9,6,4,5,151,3,0,0,0,0,0,0,0,8,47,6.53
405360,H. Armstrong,Harrison,Armstrong,h. armstrong,England,18,Everton,Midfielder,13,6,549,0.462,0,0,4,2,4,2,13,1,4,35,0,0,0,0,0,0,0,0,15,6,6.69
792,J. Kluivert,Justin Dean,Kluivert,j. kluivert,Netherlands,26,Bournemouth,Attacker,20,10,951,0.5,2,0,11,4,21,11,10,2,4,37,5,0,0,0,0,0,0,0,10,18,6.54
833,J. Bijol,Jaka,Bijol,j. bijol,Slovenia,26,Leeds,Defender,25,21,1913,0.84,1,2,11,6,7,2,26,14,24,104,4,0,0,0,0,0,0,0,10,19,6.93
1125,R. Christie,Ryan,Christie,r. christie,Scotland,30,Bournemouth,Midfielder,26,9,986,0.346,2,0,15,8,11,19,27,4,12,80,3,0,1,0,0,0,0,0,22,17,6.72
15908,M. Damsgaard,Mikkel,Krogh Damsgaard,m. damsgaard,Denmark,25,Brentford,Midfielder,33,24,2078,0.727,4,4,24,11,42,18,57,4,25,116,0,0,0,0,0,0,0,0,23,19,7.01
18816,A. Masuaku,Fuka-Arthur,Masuaku Kawela,a. masuaku,Congo DR,32,Sunderland,Defender,3,2,127,0.667,0,0,0,0,1,2,4,0,2,7,1,0,0,0,0,0,0,0,0,3,6.5
19599,E. Martínez,Damián Emiliano,Martínez Romero,e. martinez,Argentina,33,Aston Villa,Goalkeeper,32,32,2835,1.0,0,1,0,0,2,0,0,0,0,28,2,0,0,95,39,0,0,1,17,0,6.98
48389,N. Okafor,Noah Arinzechukwu,Okafor,n. okafor,Switzerland,25,Leeds,Attacker,28,19,1573,0.679,8,1,25,15,20,39,23,1,12,88,3,0,0,0,0,0,0,0,14,18,6.93
129682,A. Adli,Amine,Adli,a. adli,Morocco,25,Bournemouth,Attacker,31,10,1106,0.323,3,1,14,9,16,8,36,2,7,96,2,0,0,0,0,1,0,0,22,29,6.81
147831,A. Kalimuendo,Arnaud,Kalimuendo-Muinga,a. kalimuendo,France,23,Nottingham Forest,Attacker,9,0,107,0.0,0,0,1,1,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,2,6.28
284797,D. Ouattara,Dango Aboubacar Faissal,Ouattara,d. ouattara,Burkina Faso,23,Brentford,Midfielder,32,25,2290,0.781,7,3,42,20,27,23,24,0,24,138,5,0,0,0,0,5,0,0,39,27,6.87
296560,J. Tchatchoua,Jackson,Tchatchoua,j. tchatchoua,Cameroon,24,Wolves,Defender,31,19,1855,0.613,0,1,2,1,21,5,29,8,16,66,3,0,0,0,0,0,0,0,9,8,6.54
301295,K. Rodney,Kaden Kai,Rodney,k. rodney,England,21,Crystal Palace,Midfielder,1,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.5
343576,B. Doak,Ben,Gannon Doak,b. doak,Scotland,20,Bournemouth,Attacker,8,0,122,0.0,0,1,2,1,1,2,6,0,1,10,0,0,0,0,0,0,0,0,1,3,6.43
442044,M. Dowman,Max,Dowman,m. dowman,England,16,Arsenal,Midfielder,6,1,162,0.167,1,0,5,1,4,6,2,0,1,15,0,0,0,0,0,1,0,0,7,2,6.73
453101,B. Burrows,Bradley-Paul,Burrowes,b. burrows,England,17,Aston Villa,Midfielder,1,0,16,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.5
44,Rodri,Rodrigo,Hernández Cascante,rodri,Spain,29,Manchester City,Midfielder,21,17,1513,0.81,1,0,10,3,26,7,42,3,14,119,3,0,0,0,0,0,0,0,31,14,7.46
542,R. Gravenberch,Ryan Jiro,Gravenberch,r. gravenberch,Netherlands,23,Liverpool,Midfielder,36,34,2996,0.944,5,3,25,13,29,31,59,12,47,160,5,0,0,0,0,0,0,0,42,38,7.06
631,P. Foden,Philip Walter,Foden,p. foden,England,25,Manchester City,Midfielder,33,23,2119,0.697,7,5,36,19,56,25,34,3,9,96,4,0,0,0,0,0,0,0,31,19,7.01
1463,J. Willock,Joseph George,Willock,j. willock,England,26,Newcastle,Midfielder,24,10,1020,0.417,0,2,14,6,14,7,19,2,9,47,3,0,0,0,0,0,0,0,11,16,6.52
19032,R. Sessegnon,Kouassi Ryan,Sessegnon,r. sessegnon,England,25,Fulham,Defender,27,20,1822,0.741,3,1,10,4,14,9,48,8,25,79,0,0,0,0,0,0,0,0,3,33,6.62
19145,T. Adarabioyo,Abdul-Nasir Oluwatosin,Oluwadoyinsolami Adarabioyo,t. adarabioyo,England,28,Chelsea,Defender,16,8,796,0.5,0,0,1,0,1,0,17,5,9,58,2,0,0,0,0,0,0,0,0,6,6.89
19192,J. Ramsey,Jacob Matthew,Ramsey,j. ramsey,England,24,Newcastle,Midfielder,28,15,1474,0.536,2,3,10,4,22,15,41,4,9,79,4,1,0,0,0,0,0,0,14,16,6.66
19549,A. Robinson,Antonee,Robinson,a. robinson,USA,28,Fulham,Defender,22,17,1502,0.773,1,0,2,1,22,12,48,3,30,87,5,0,0,0,0,0,0,0,9,15,6.83
47522,Douglas Luiz,Douglas Luiz,Soares de Paulo,douglas luiz,Brazil,27,Nottingham Forest,Midfielder,8,5,331,0.625,0,0,3,1,5,1,10,1,7,19,2,0,0,0,0,0,0,0,5,4,6.79
158697,J. McAtee,James John,McAtee,j. mcatee,England,23,Nottingham Forest,Midfielder,14,2,322,0.143,0,1,2,0,6,3,7,1,3,16,1,0,0,0,0,0,0,0,5,4,6.54
180317,C. Bradley,Conor,Bradley,c. bradley,Northern Ireland,22,Liverpool,Defender,15,12,932,0.8,0,1,2,0,4,7,19,4,13,61,5,0,0,0,0,0,0,0,20,18,6.59
284428,O. Hutchinson,Omari Elijah,Giraud-Hutchinson,o. hutchinson,Jamaica,22,Nottingham Forest,Attacker,31,17,1695,0.548,1,5,17,11,34,41,21,0,12,90,1,0,0,0,0,1,0,0,24,23,6.76
305730,J. Hinshelwood,Jack Luca,Hinshelwood,j. hinshelwood,England,20,Brighton,Midfielder,27,20,1750,0.741,4,3,29,15,15,3,19,5,6,46,0,0,0,0,0,0,0,0,12,33,6.66
